MD Measured Depth (ft),TVD True Vertical Depth(ft),EWOFFSET,NSOFFSET,DIP,AZM,Back Pressure Pump (psi),Equivilant Circulating Pressure (mud psi),ROP (ft/hr),Time (days),ROP (m/sec),equivilant_length (m),K (ft/day),K (m/sec),kin viscosity (kg/(m*s),densityOil (kg/m3),dyn viscosity (m2/sec),Permeability_k (m2),Permeability_k (Millidarcy),Pressure (formation psi),Pressure (formation bar),Delta Pressure (psi),Dept Pressure (fresh water head ft),Flow Rate Incremental (ft3/day),Cumulative Flow Rate (ft3/day),Cumulative Flow Rate (bbl/day),"Over, Under, Normal Pressure Flag",Volume Change (ft3),Volume change (bbl),Cumulative change in pit volume (bbl),Rate of pit volume change bbl/hr,Cumulative Change of pit (bbl)
13589,11003.87,-8.74,-2851.9,89.54,180.98,,5501.935,20.833333333333332,80.72916666666677,0.0017638888888888888,0.04543855934321288,0.04543855934321288,1.602971399052232e-07,0.042,800,5.25e-05,1.0726904504882171e-15,1.0869035989572002,7702.709,531.0832990484,2200.7739999999994,952.9351419999997,14.433333333333326,-3591.0544683333333,-646.3898042999999,Over,12.528935185185203,2.231503587962966,-555.204452470412,2.570692133333332,-638.9528562125805
13683,11004.65,-9.32,-2945.89,89.51,179.73,,5502.325,20.833333333333332,81.59722222222233,0.0017638888888888888,0.04543533869773232,0.04543533869773232,1.602857781836668e-07,0.042,800,5.25e-05,1.0726144191240777e-15,1.086826560177486,7703.254999999999,531.1209444379999,2200.9299999999994,953.0026899999997,14.43333333333333,-3576.621135,-643.7918043,Over,12.528935185185205,2.2315035879629663,-552.972948882449,2.5706921333333326,-636.3821640792472
13778,11006.69,-8.48,-3040.86,88.03,179.25,,5503.345,20.833333333333332,82.46527777777789,0.0017638888888888888,0.04542691762918734,0.04542691762918734,1.6025607052518866e-07,0.042,800,5.25e-05,1.0724156188112665e-15,1.08662512576053,7704.683,531.2194016108,2201.3379999999997,953.1793539999999,14.43333333333333,-3562.1878016666665,-641.1938042999999,Over,12.528935185185205,2.2315035879629663,-550.7414452944861,2.5706921333333326,-633.8114719459139
13873,11009.79,-7.37,-3135.81,88.24,179.41,,5504.895,20.833333333333332,83.33333333333344,0.0017638888888888888,0.0454141268816208,0.0454141268816208,1.6021094761016227e-07,0.042,800,5.25e-05,1.0721136613335748e-15,1.0863191673462589,7706.853,531.3690179028,2201.9579999999996,953.4478139999999,14.433333333333328,-3547.754468333333,-638.5958042999999,Over,12.528935185185203,2.231503587962966,-548.5099417065231,2.570692133333332,-631.2407798125806
13968,11012.93,-5.56,-3230.74,87.97,178.41,,5506.465,20.833333333333332,84.201388888889,0.0017638888888888888,0.04540117843298741,0.04540117843298741,1.601652683608167e-07,0.042,800,5.25e-05,1.0718079809291244e-15,1.0860094366764494,7709.0509999999995,531.5205647276,2202.5859999999993,953.7197379999997,14.43333333333333,-3533.3211349999997,-635.9978042999999,Over,12.528935185185205,2.2315035879629663,-546.2784381185602,2.5706921333333326,-628.6700876792473
14061,11016.15,-2.97,-3323.65,88.06,178.4,,5508.075,20.833333333333332,85.06944444444456,0.0017638888888888888,0.045387907753616286,0.045387907753616286,1.6011845235303524e-07,0.042,800,5.25e-05,1.0714946934649383e-15,1.085691998153363,7711.304999999999,531.675972618,2203.2299999999996,953.9985899999998,14.433333333333332,-3518.8878016666663,-633.3998042999999,Over,12.528935185185206,2.2315035879629668,-544.0469345305972,2.570692133333333,-626.099395545914
14125,11017.99,-1.18,-3387.59,88.64,178.39,,5508.995,20.833333333333332,85.93750000000011,0.0017638888888888888,0.04538032799085859,0.04538032799085859,1.600917126344178e-07,0.042,800,5.25e-05,1.0713157542722202e-15,1.0855106880163412,7712.592999999999,531.7647771267999,2203.597999999999,954.1579339999996,14.433333333333328,-3504.454468333333,-630.8018042999998,Over,12.528935185185203,2.231503587962966,-541.8154309426343,2.570692133333332,-623.5287034125807
14156,11018.52,-0.47,-3418.58,89.39,179.0,,5509.26,20.833333333333332,86.80555555555567,0.0017638888888888888,0.04537814515924098,0.04537814515924098,1.600840120895446e-07,0.042,800,5.25e-05,1.0712642230911031e-15,1.0854584740470745,7712.964,531.7903566864,2203.7039999999997,954.2038319999999,14.43333333333333,-3490.0211349999995,-628.2038042999999,Over,12.528935185185205,2.2315035879629663,-539.5839273546713,2.5706921333333326,-620.9580112792474
14252,11018.7,-0.12,-3514.58,90.4,180.58,,5509.35,20.833333333333332,87.67361111111123,0.0017638888888888888,0.04537740386796991,0.04537740386796991,1.6008139697867163e-07,0.042,800,5.25e-05,1.0712467230629548e-15,1.0854407421435532,7713.09,531.799044084,2203.74,954.2194199999999,14.433333333333332,-3475.587801666666,-625.6058042999999,Over,12.528935185185206,2.2315035879629668,-537.3524237667084,2.570692133333333,-618.3873191459141
14347,11017.61,-0.44,-3609.57,90.92,179.8,,5508.805,20.833333333333332,88.54166666666679,0.0017638888888888888,0.0453818931692082,0.0453818931692082,1.6009723423581785e-07,0.042,800,5.25e-05,1.0713527042084245e-15,1.0855481275392003,7712.327,531.7464370652,2203.522,954.1250259999999,14.433333333333334,-3461.1544683333327,-623.0078042999999,Over,12.528935185185208,2.2315035879629668,-535.1209201787455,2.570692133333333,-615.8166270125809
14441,11016.37,0.5,-3703.55,90.58,179.06,,5508.185,20.833333333333332,89.40972222222234,0.0017638888888888888,0.04538700134436298,0.04538700134436298,1.6011525474261387e-07,0.042,800,5.25e-05,1.0714732954152576e-15,1.0856703165795238,7711.459,531.6865905484,2203.2739999999994,954.0176419999998,14.43333333333333,-3446.7211349999993,-620.4098042999999,Over,12.528935185185205,2.2315035879629663,-532.8894165907825,2.5706921333333326,-613.2459348792476
